Возраст,Пол,Квалификация,Стаж,Семейное положение,Иждивенцы,Срок проживания,Иностранное гражданство,Телефон,Банковский счет,Сберегательный счет,Собственность,Плата за жилье,Кредитный рейтинг,Число кредитов,Другие кредиты,Сумма,Срок,Процентная ставка платежа,Поручители,Цель,Класс
766,31.0,1,1,1.0,живет раздельно/разведен,1,4,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,3108,30,2,нет,мебель/оборудование,0
767,31.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,0,0,недвижимость,аренда,2,1,нет,2901,10,1,нет,автомобиль (б/у),1
768,28.0,1,2,4.0,никогда не состоял(а),1,4,1,1,1,1,автомобиль,аренда,0,3,нет,3617,12,1,нет,мебель/оборудование,1
769,63.0,1,1,4.0,никогда не состоял(а),1,4,1,1,0,1,недвижимость,собственность,0,2,нет,1655,12,2,нет,радио/телевидение,1
770,26.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,0,-1,0,недвижимость,аренда,2,1,нет,2812,24,2,нет,автомобиль (б/у),1
771,25.0,0,3,2.0,замужем/живет раздельно/разведена,1,2,1,1,-1,1,неизвестно/нет собственности,собственность,0,2,нет,8065,36,3,нет,образование,0
772,36.0,1,3,4.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,0,1,нет,3275,21,1,нет,автомобиль (б/у),1
773,52.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,2,страхование жизни/сберегательный договор,собственность,0,2,банк,2223,24,4,нет,радио/телевидение,1
774,66.0,1,0,0.0,никогда не состоял(а),1,4,1,0,2,3,неизвестно/нет собственности,бесплатно,0,3,банк,1480,12,2,,автомобиль (новый),1
775,25.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,-1,0,недвижимость,аренда,2,1,нет,1371,24,4,нет,автомобиль (новый),0
776,37.0,1,2,3.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,0,2,нет,3535,36,4,нет,автомобиль (новый),1
777,25.0,0,2,,замужем/живет раздельно/разведена,1,1,1,0,-1,1,недвижимость,собственность,2,1,нет,3509,18,4,поручитель,радио/телевидение,1
778,38.0,1,3,,никогда не состоял(а),1,2,1,1,0,4,автомобиль,собственность,0,2,нет,5711,36,4,нет,автомобиль (б/у),1
779,67.0,0,2,0.0,замужем/живет раздельно/разведена,1,4,1,1,1,1,автомобиль,собственность,2,1,нет,3872,18,2,нет,,1
780,25.0,1,2,3.0,никогда не состоял(а),1,2,1,0,1,1,недвижимость,собственность,0,2,нет,4933,39,2,поручитель,радио/телевидение,0
781,60.0,1,2,4.0,никогда не состоял(а),1,4,1,1,0,4,недвижимость,собственность,0,1,нет,1940,24,4,нет,автомобиль (новый),1
782,31.0,1,1,2.0,никогда не состоял(а),1,2,1,1,1,1,недвижимость,собственность,4,1,нет,1410,12,2,нет,переподготовка,1
783,,0,1,1.0,замужем/живет раздельно/разведена,1,2,1,0,1,2,страхование жизни/сберегательный договор,собственность,2,1,банк,836,12,4,нет,автомобиль (новый),0
784,60.0,1,3,0.0,живет раздельно/разведен,1,4,1,1,1,0,недвижимость,собственность,2,1,нет,6468,20,1,нет,автомобиль (б/у),1
785,35.0,1,1,2.0,никогда не состоял(а),1,2,1,1,1,4,страхование жизни/сберегательный договор,собственность,2,1,нет,1941,18,4,нет,бизнес,1
786,40.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,3,автомобиль,собственность,2,1,нет,2675,22,3,нет,радио/телевидение,1
787,38.0,1,2,4.0,никогда не состоял(а),2,3,1,1,0,0,автомобиль,собственность,0,2,нет,2751,48,4,нет,автомобиль (б/у),1
788,50.0,1,2,4.0,никогда не состоял(а),1,4,1,0,1,1,неизвестно/нет собственности,бесплатно,1,1,нет,6224,48,4,нет,образование,0
789,27.0,1,2,2.0,никогда не состоял(а),1,3,1,1,-1,1,неизвестно/нет собственности,собственность,0,1,банк,5998,40,4,нет,образование,0
790,39.0,0,2,4.0,замужем/живет раздельно/разведена,2,4,1,0,1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,1188,21,2,нет,бизнес,0
791,,1,3,4.0,никогда не состоял(а),2,4,1,1,0,0,автомобиль,собственность,2,1,нет,6313,24,3,нет,автомобиль (б/у),1
792,27.0,1,2,2.0,женат/овдовел,1,2,1,0,0,0,страхование жизни/сберегательный договор,собственность,0,2,нет,1221,6,1,нет,мебель/оборудование,1
793,51.0,1,2,4.0,живет раздельно/разведен,1,4,1,0,2,1,неизвестно/нет собственности,бесплатно,2,1,нет,2892,24,3,нет,мебель/оборудование,1
794,32.0,1,2,4.0,никогда не состоял(а),1,3,1,1,0,3,неизвестно/нет собственности,аренда,2,1,нет,3062,24,4,нет,мебель/оборудование,1
795,22.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,0,2,страхование жизни/сберегательный договор,аренда,2,1,нет,2301,9,2,нет,мебель/оборудование,1
796,51.0,1,2,4.0,никогда не состоял(а),2,4,1,1,-1,0,страхование жизни/сберегательный договор,бесплатно,2,1,нет,7511,18,1,нет,автомобиль (б/у),0
797,,0,1,1.0,замужем/живет раздельно/разведена,1,4,1,0,0,1,страхование жизни/сберегательный договор,аренда,0,2,нет,1258,12,2,нет,мебель/оборудование,1
798,54.0,1,2,4.0,женат/овдовел,1,4,1,1,0,0,автомобиль,собственность,1,2,нет,717,24,4,нет,автомобиль (новый),1
799,35.0,1,0,1.0,никогда не состоял(а),1,2,1,0,1,0,недвижимость,собственность,2,1,нет,1549,9,4,нет,автомобиль (новый),1
800,54.0,1,2,4.0,никогда не состоял(а),2,4,1,0,0,1,неизвестно/нет собственности,бесплатно,0,2,нет,1597,24,4,,образование,1
801,48.0,0,1,4.0,замужем/живет раздельно/разведена,1,4,1,1,1,1,недвижимость,аренда,0,2,банк,1795,18,3,поручитель,радио/телевидение,1
802,24.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,страхование жизни/сберегательный договор,собственность,0,2,нет,4272,20,1,нет,мебель/оборудование,1
803,35.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,0,автомобиль,собственность,0,2,нет,976,12,4,нет,радио/телевидение,1
804,24.0,0,0,0.0,замужем/живет раздельно/разведена,1,2,1,0,1,0,недвижимость,аренда,2,1,нет,7472,12,1,нет,автомобиль (новый),1
805,24.0,1,2,3.0,никогда не состоял(а),1,1,1,1,-1,1,автомобиль,собственность,2,1,нет,9271,36,2,нет,автомобиль (новый),0
806,26.0,1,1,1.0,женат/овдовел,1,3,0,0,1,1,недвижимость,собственность,2,1,нет,590,6,3,нет,радио/телевидение,1
807,65.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,0,недвижимость,собственность,0,4,нет,930,12,4,нет,радио/телевидение,1
808,55.0,1,3,0.0,никогда не состоял(а),1,2,1,1,1,1,неизвестно/нет собственности,бесплатно,3,1,банк,9283,42,1,нет,автомобиль (б/у),1
809,26.0,0,0,1.0,замужем/живет раздельно/разведена,1,1,1,0,1,1,недвижимость,аренда,4,2,нет,1778,15,2,нет,автомобиль (новый),0
810,26.0,1,2,1.0,женат/овдовел,1,2,1,1,1,1,недвижимость,собственность,2,1,нет,907,8,3,нет,бизнес,1
811,28.0,1,1,3.0,женат/овдовел,1,3,1,0,1,1,недвижимость,собственность,2,1,банк,484,6,3,поручитель,радио/телевидение,1
812,24.0,1,2,3.0,никогда не состоял(а),1,4,1,1,-1,1,автомобиль,собственность,0,2,нет,9629,36,4,нет,автомобиль (б/у),0
813,54.0,1,2,2.0,никогда не состоял(а),1,4,1,0,-1,1,автомобиль,собственность,2,1,нет,3051,48,3,нет,бытовая техника,0
814,,1,2,3.0,никогда не состоял(а),2,4,1,0,-1,1,неизвестно/нет собственности,бесплатно,2,1,нет,3931,48,4,нет,автомобиль (новый),0
815,54.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,0,1,1,страхование жизни/сберегательный договор,аренда,1,1,нет,7432,36,2,нет,автомобиль (новый),1
816,62.0,1,2,2.0,живет раздельно/разведен,1,4,1,0,0,3,недвижимость,собственность,2,1,нет,1338,6,1,нет,бытовая техника,1
817,24.0,0,2,3.0,замужем/живет раздельно/разведена,1,2,1,1,0,1,автомобиль,аренда,0,2,нет,1554,6,1,нет,радио/телевидение,1
818,,1,3,0.0,живет раздельно/разведен,1,3,1,0,-1,1,автомобиль,собственность,2,1,нет,15857,36,2,созаемщик,другое,1
819,26.0,1,2,2.0,женат/овдовел,1,3,1,0,-1,1,недвижимость,собственность,2,1,банк,1345,18,4,нет,радио/телевидение,0
820,27.0,1,2,,женат/овдовел,1,2,1,1,0,1,недвижимость,собственность,2,2,нет,1101,12,3,нет,автомобиль (новый),1
821,24.0,1,2,2.0,женат/овдовел,1,1,1,0,2,1,автомобиль,собственность,2,1,нет,3016,12,3,нет,радио/телевидение,1
822,41.0,1,2,4.0,никогда не состоял(а),2,2,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,банк,2712,36,2,нет,мебель/оборудование,0
823,47.0,1,1,4.0,никогда не состоял(а),1,4,1,0,-1,1,недвижимость,собственность,0,2,нет,731,8,4,нет,автомобиль (новый),1
824,35.0,1,3,1.0,живет раздельно/разведен,1,2,1,1,0,1,автомобиль,собственность,0,2,нет,3780,18,3,нет,,1
825,30.0,1,2,4.0,женат/овдовел,1,3,1,1,-1,1,автомобиль,собственность,0,2,нет,1602,21,4,нет,автомобиль (новый),1
826,33.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,1,-1,1,недвижимость,аренда,0,3,банк,3966,18,1,нет,автомобиль (новый),0
827,36.0,1,2,2.0,никогда не состоял(а),2,2,1,0,0,1,автомобиль,собственность,4,2,магазин,4165,18,2,нет,бизнес,0
828,47.0,1,2,4.0,никогда не состоял(а),1,4,1,0,-1,0,неизвестно/нет собственности,бесплатно,2,1,нет,8335,36,3,нет,автомобиль (б/у),0
829,,1,2,2.0,никогда не состоял(а),2,4,1,1,1,0,неизвестно/нет собственности,бесплатно,1,1,нет,6681,48,4,нет,бизнес,1
830,44.0,1,2,2.0,никогда не состоял(а),2,2,1,1,0,3,автомобиль,собственность,1,2,нет,2375,24,4,нет,бизнес,1
831,23.0,0,2,1.0,замужем/живет раздельно/разведена,1,3,1,1,-1,1,автомобиль,аренда,2,1,нет,1216,18,4,нет,автомобиль (новый),0
832,29.0,1,2,4.0,никогда не состоял(а),1,4,1,0,-1,1,автомобиль,аренда,4,2,нет,11816,45,2,нет,бизнес,0
833,42.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,1,1,0,автомобиль,собственность,2,1,нет,5084,24,2,нет,радио/телевидение,1
834,25.0,0,1,,замужем/живет раздельно/разведена,1,3,1,0,2,1,недвижимость,собственность,2,1,нет,2327,15,2,нет,радио/телевидение,0
835,48.0,1,2,2.0,никогда не состоял(а),1,4,1,0,-1,1,автомобиль,собственность,4,2,банк,1082,12,4,нет,автомобиль (новый),0
836,21.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,0,0,0,автомобиль,собственность,2,1,нет,886,12,4,нет,радио/телевидение,1
837,23.0,0,1,1.0,замужем/живет раздельно/разведена,2,3,1,0,0,1,недвижимость,аренда,2,1,нет,601,4,1,нет,мебель/оборудование,1
838,63.0,1,2,4.0,никогда не состоял(а),1,4,1,1,-1,1,страхование жизни/сберегательный договор,собственность,0,2,нет,2957,24,4,нет,автомобиль (б/у),1
839,46.0,1,2,4.0,женат/овдовел,1,3,1,0,0,1,недвижимость,собственность,0,2,нет,2611,24,4,созаемщик,радио/телевидение,1
840,,1,2,3.0,никогда не состоял(а),1,2,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,5179,36,4,нет,мебель/оборудование,0
841,28.0,1,1,2.0,никогда не состоял(а),1,2,1,0,0,1,недвижимость,собственность,1,2,магазин,2993,21,3,нет,автомобиль (б/у),1
842,23.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,0,1,недвижимость,собственность,2,1,нет,1943,18,4,нет,ремонт,0
843,50.0,1,2,3.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,3,1,банк,1559,24,4,нет,бизнес,1
844,47.0,1,2,4.0,никогда не состоял(а),2,4,1,1,0,1,страхование жизни/сберегательный договор,собственность,2,3,банк,3422,18,4,нет,мебель/оборудование,1
845,35.0,1,2,3.0,никогда не состоял(а),1,3,1,1,1,0,автомобиль,собственность,2,1,нет,3976,21,2,нет,,1
846,68.0,1,2,2.0,никогда не состоял(а),1,4,1,0,0,0,автомобиль,аренда,2,2,нет,6761,18,2,нет,автомобиль (новый),0
847,28.0,1,2,1.0,женат/овдовел,1,2,1,0,0,1,недвижимость,собственность,2,1,нет,1249,24,4,нет,автомобиль (новый),1
848,59.0,1,2,3.0,никогда не состоял(а),1,4,1,0,-1,1,недвижимость,собственность,2,1,нет,1364,9,3,нет,радио/телевидение,1
849,57.0,1,1,4.0,никогда не состоял(а),1,4,1,0,-1,1,недвижимость,собственность,2,1,магазин,709,12,4,нет,,0
850,33.0,1,2,2.0,женат/овдовел,1,2,0,0,-1,1,страхование жизни/сберегательный договор,аренда,0,2,банк,2235,20,4,поручитель,автомобиль (новый),0
851,43.0,1,2,3.0,никогда не состоял(а),1,4,1,1,0,0,страхование жизни/сберегательный договор,собственность,0,2,нет,4042,24,3,нет,автомобиль (б/у),1
852,35.0,1,2,,никогда не состоял(а),1,4,1,1,0,1,неизвестно/нет собственности,бесплатно,0,2,нет,1471,15,4,нет,радио/телевидение,1
853,32.0,1,1,3.0,никогда не состоял(а),2,4,1,0,-1,1,неизвестно/нет собственности,бесплатно,3,2,нет,1442,18,4,нет,автомобиль (новый),0
854,45.0,1,2,4.0,никогда не состоял(а),2,2,1,1,0,1,автомобиль,собственность,1,2,нет,10875,36,2,нет,автомобиль (новый),1
855,33.0,1,2,1.0,женат/овдовел,1,3,1,1,0,2,недвижимость,собственность,2,1,нет,1474,24,4,нет,автомобиль (новый),1
856,40.0,0,2,3.0,замужем/живет раздельно/разведена,1,3,1,1,0,0,страхование жизни/сберегательный договор,собственность,2,1,нет,894,10,4,нет,переподготовка,1
857,28.0,1,2,2.0,никогда не состоял(а),1,2,1,1,0,1,неизвестно/нет собственности,бесплатно,0,1,нет,3343,15,4,нет,мебель/оборудование,1
858,29.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,1,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,3959,15,3,нет,автомобиль (новый),0
859,26.0,1,2,2.0,никогда не состоял(а),2,2,0,0,0,2,недвижимость,аренда,2,1,нет,3577,9,1,поручитель,автомобиль (новый),1
860,27.0,1,2,2.0,никогда не состоял(а),1,2,1,0,0,4,недвижимость,собственность,0,2,нет,5804,24,4,нет,автомобиль (б/у),1
861,28.0,1,2,,женат/овдовел,1,2,1,1,0,1,автомобиль,собственность,1,1,нет,2169,18,4,нет,бизнес,0
862,35.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,1,-1,1,недвижимость,собственность,2,1,нет,2439,24,4,нет,радио/телевидение,0
863,32.0,1,1,1.0,никогда не состоял(а),2,2,1,1,0,4,недвижимость,собственность,0,2,магазин,4526,27,4,нет,мебель/оборудование,1
864,25.0,1,1,2.0,никогда не состоял(а),1,2,1,0,0,1,недвижимость,аренда,2,1,банк,2210,10,2,нет,мебель/оборудование,0
865,20.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,0,3,автомобиль,аренда,2,1,нет,2221,15,2,,мебель/оборудование,1
866,27.0,0,2,1.0,замужем/живет раздельно/разведена,1,1,1,0,-1,1,автомобиль,собственность,2,1,магазин,2389,18,4,нет,радио/телевидение,1
867,42.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,1,страхование жизни/сберегательный договор,собственность,0,1,магазин,3331,12,2,нет,,1
868,37.0,1,2,4.0,никогда не состоял(а),1,2,1,0,0,0,страхование жизни/сберегательный договор,собственность,2,2,нет,7409,36,3,нет,бизнес,1
869,24.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,страхование жизни/сберегательный договор,аренда,2,1,нет,652,12,4,нет,мебель/оборудование,1
870,40.0,0,2,3.0,замужем/живет раздельно/разведена,1,4,1,1,0,3,автомобиль,собственность,1,2,нет,7678,36,2,нет,мебель/оборудование,1
871,,1,2,4.0,никогда не состоял(а),2,4,0,0,2,1,недвижимость,собственность,0,2,нет,1343,6,1,нет,автомобиль (новый),1
872,26.0,1,2,3.0,никогда не состоял(а),1,1,1,1,-1,2,недвижимость,собственность,0,2,нет,1382,24,4,нет,бизнес,1
873,24.0,0,2,,замужем/живет раздельно/разведена,1,1,1,0,0,0,недвижимость,собственность,2,1,нет,874,15,4,нет,бытовая техника,1
874,29.0,1,1,2.0,никогда не состоял(а),2,2,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,3590,12,2,созаемщик,мебель/оборудование,1
875,40.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,1,4,автомобиль,собственность,0,2,нет,1322,11,4,нет,автомобиль (новый),1
876,36.0,1,3,1.0,никогда не состоял(а),1,4,1,1,-1,1,неизвестно/нет собственности,бесплатно,3,1,банк,1940,18,3,созаемщик,радио/телевидение,1
877,28.0,1,2,4.0,никогда не состоял(а),1,2,1,0,0,1,автомобиль,собственность,2,1,нет,3595,36,4,нет,радио/телевидение,1
878,27.0,1,3,1.0,никогда не состоял(а),1,2,1,1,-1,1,неизвестно/нет собственности,бесплатно,2,1,нет,1422,9,3,нет,автомобиль (новый),0
879,36.0,1,2,3.0,никогда не состоял(а),1,3,1,0,0,0,страхование жизни/сберегательный договор,собственность,0,2,нет,6742,30,2,нет,радио/телевидение,1
880,38.0,1,3,3.0,никогда не состоял(а),1,3,1,1,0,1,автомобиль,собственность,2,1,нет,7814,24,3,нет,автомобиль (б/у),1
881,48.0,1,2,2.0,живет раздельно/разведен,1,4,1,1,0,0,неизвестно/нет собственности,бесплатно,2,1,нет,9277,24,2,нет,автомобиль (б/у),1
882,36.0,1,2,4.0,никогда не состоял(а),1,4,1,0,1,0,недвижимость,собственность,0,2,нет,2181,30,4,нет,автомобиль (новый),1
883,65.0,0,0,0.0,замужем/живет раздельно/разведена,1,4,1,0,0,1,автомобиль,собственность,0,2,нет,1098,18,4,нет,радио/телевидение,1
884,43.0,1,2,3.0,живет раздельно/разведен,1,3,1,1,1,1,автомобиль,собственность,2,1,нет,4057,24,3,нет,мебель/оборудование,0
885,53.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,795,12,4,нет,образование,0
886,34.0,1,2,,никогда не состоял(а),2,3,1,1,1,0,неизвестно/нет собственности,собственность,0,2,нет,2825,24,4,нет,бизнес,1
887,23.0,1,2,2.0,никогда не состоял(а),1,2,1,1,1,1,автомобиль,собственность,2,1,нет,15672,48,2,нет,бизнес,0
888,34.0,1,3,4.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,0,2,нет,6614,36,4,нет,автомобиль (новый),1
889,40.0,1,2,,никогда не состоял(а),2,4,1,1,0,0,недвижимость,аренда,3,2,банк,7824,28,3,поручитель,автомобиль (б/у),1
890,43.0,1,3,4.0,никогда не состоял(а),2,4,1,1,-1,1,автомобиль,собственность,0,4,магазин,2442,27,4,нет,бизнес,1
891,46.0,1,2,4.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,0,2,нет,1829,15,4,,радио/телевидение,1
892,38.0,1,1,2.0,никогда не состоял(а),1,4,0,0,-1,1,страхование жизни/сберегательный договор,собственность,0,2,банк,2171,12,4,нет,автомобиль (новый),1
893,34.0,1,2,2.0,никогда не состоял(а),1,4,1,1,1,1,автомобиль,собственность,0,2,нет,5800,36,3,нет,автомобиль (б/у),1
894,29.0,1,2,2.0,никогда не состоял(а),1,3,1,1,0,0,страхование жизни/сберегательный договор,собственность,0,2,нет,1169,18,4,нет,радио/телевидение,1
895,31.0,1,3,3.0,никогда не состоял(а),2,2,1,1,0,0,автомобиль,собственность,1,1,магазин,8947,36,3,нет,автомобиль (б/у),1
896,28.0,0,3,1.0,замужем/живет раздельно/разведена,1,4,1,1,-1,1,страхование жизни/сберегательный договор,аренда,2,1,нет,2606,21,4,нет,радио/телевидение,1
897,35.0,0,2,3.0,замужем/живет раздельно/разведена,1,2,0,0,0,4,страхование жизни/сберегательный договор,собственность,0,1,нет,1592,12,3,нет,мебель/оборудование,1
898,33.0,0,1,3.0,замужем/живет раздельно/разведена,1,4,1,0,0,0,недвижимость,аренда,2,1,банк,2186,15,1,нет,мебель/оборудование,1
899,42.0,1,2,2.0,никогда не состоял(а),1,3,1,0,-1,1,автомобиль,собственность,2,1,нет,4153,18,2,созаемщик,мебель/оборудование,0
900,43.0,1,2,4.0,никогда не состоял(а),1,4,1,1,-1,1,страхование жизни/сберегательный договор,аренда,0,1,банк,2625,16,2,поручитель,автомобиль (новый),0
901,44.0,1,2,,живет раздельно/разведен,1,4,1,1,0,0,недвижимость,собственность,0,2,нет,3485,20,2,нет,автомобиль (новый),1
902,42.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,0,неизвестно/нет собственности,бесплатно,0,2,нет,10477,36,2,нет,автомобиль (б/у),1
903,40.0,1,2,2.0,женат/овдовел,1,2,1,1,0,0,недвижимость,аренда,2,1,нет,1386,15,4,нет,радио/телевидение,1
904,36.0,1,3,4.0,никогда не состоял(а),1,1,1,1,0,1,недвижимость,собственность,2,1,нет,1278,24,4,нет,радио/телевидение,1
905,20.0,1,3,2.0,никогда не состоял(а),2,2,1,1,-1,1,недвижимость,аренда,2,1,нет,1107,12,2,нет,радио/телевидение,1
906,24.0,1,1,3.0,никогда не состоял(а),1,2,0,0,-1,0,недвижимость,собственность,2,1,нет,3763,21,2,созаемщик,автомобиль (новый),1
907,27.0,1,2,2.0,женат/овдовел,1,2,1,0,1,0,автомобиль,собственность,2,1,нет,3711,36,2,нет,образование,1
908,46.0,0,1,1.0,замужем/живет раздельно/разведена,1,2,1,0,0,1,страхование жизни/сберегательный договор,собственность,1,2,нет,3594,15,1,нет,автомобиль (б/у),1
909,33.0,0,1,2.0,замужем/живет раздельно/разведена,1,2,1,0,1,0,недвижимость,собственность,2,1,нет,3195,9,1,нет,автомобиль (новый),1
910,34.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,0,1,недвижимость,собственность,1,2,нет,4454,36,4,нет,,1
911,25.0,0,1,1.0,замужем/живет раздельно/разведена,1,4,1,0,1,1,автомобиль,собственность,0,1,банк,4736,24,2,нет,мебель/оборудование,0
912,25.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,0,1,0,автомобиль,собственность,2,1,нет,2991,30,2,нет,радио/телевидение,1
913,28.0,1,2,4.0,живет раздельно/разведен,1,2,1,1,0,4,недвижимость,собственность,2,1,нет,2142,11,1,нет,бизнес,1
914,31.0,1,2,,никогда не состоял(а),1,2,1,1,-1,1,страхование жизни/сберегательный договор,аренда,3,1,нет,3161,24,4,нет,бизнес,0
915,32.0,0,3,2.0,замужем/живет раздельно/разведена,1,2,0,1,1,1,страхование жизни/сберегательный договор,собственность,4,1,банк,18424,48,1,нет,другое,0
916,32.0,1,2,2.0,никогда не состоял(а),2,2,1,0,0,2,недвижимость,собственность,2,1,нет,2848,10,1,созаемщик,автомобиль (б/у),1
917,68.0,1,3,4.0,никогда не состоял(а),1,4,1,1,-1,1,неизвестно/нет собственности,собственность,2,1,банк,14896,6,1,нет,автомобиль (новый),0
918,33.0,1,2,0.0,живет раздельно/разведен,1,1,1,0,-1,2,страхование жизни/сберегательный договор,собственность,2,1,нет,2359,24,1,нет,мебель/оборудование,0
919,,1,3,4.0,никогда не состоял(а),1,2,1,1,-1,1,страхование жизни/сберегательный договор,аренда,2,1,нет,3345,24,4,нет,мебель/оборудование,0
920,28.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,0,0,1,неизвестно/нет собственности,собственность,0,2,нет,1817,18,4,нет,мебель/оборудование,1
921,37.0,1,3,3.0,никогда не состоял(а),1,1,1,1,0,3,автомобиль,собственность,1,1,нет,12749,48,4,нет,радио/телевидение,1
922,,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,страхование жизни/сберегательный договор,аренда,2,1,нет,1366,9,3,нет,,0
923,30.0,1,2,3.0,никогда не состоял(а),2,4,1,1,1,1,страхование жизни/сберегательный договор,аренда,2,1,нет,2002,12,3,нет,автомобиль (новый),1
924,55.0,1,2,1.0,живет раздельно/разведен,1,1,1,1,-1,1,страхование жизни/сберегательный договор,собственность,3,1,банк,6872,24,2,нет,мебель/оборудование,0
925,46.0,1,2,1.0,никогда не состоял(а),1,2,1,1,-1,1,автомобиль,собственность,3,2,банк,697,12,4,нет,автомобиль (новый),0
926,21.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,страхование жизни/сберегательный договор,аренда,0,1,нет,1049,18,4,нет,мебель/оборудование,1
927,39.0,1,2,3.0,никогда не состоял(а),2,4,1,1,-1,1,неизвестно/нет собственности,бесплатно,2,3,магазин,10297,48,4,нет,автомобиль (б/у),0
928,58.0,1,2,4.0,никогда не состоял(а),1,4,1,1,0,0,автомобиль,собственность,2,1,нет,1867,30,4,нет,радио/телевидение,1
929,43.0,1,1,2.0,никогда не состоял(а),2,2,1,0,-1,1,недвижимость,собственность,1,2,нет,1344,12,4,нет,автомобиль (новый),1
930,24.0,1,1,1.0,никогда не состоял(а),1,1,0,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,1747,24,4,созаемщик,мебель/оборудование,1
931,22.0,0,2,1.0,замужем/живет раздельно/разведена,1,2,1,1,1,1,автомобиль,собственность,2,1,нет,1670,9,4,нет,радио/телевидение,0
932,30.0,1,2,2.0,никогда не состоял(а),1,1,1,0,0,1,недвижимость,собственность,0,2,нет,1224,9,3,нет,автомобиль (новый),1
933,42.0,1,2,4.0,никогда не состоял(а),2,4,1,1,0,3,страхование жизни/сберегательный договор,собственность,0,2,нет,522,12,4,нет,радио/телевидение,1
934,23.0,0,2,2.0,замужем/живет раздельно/разведена,1,1,1,0,-1,1,автомобиль,собственность,2,1,банк,1498,12,4,нет,радио/телевидение,1
935,30.0,1,3,1.0,никогда не состоял(а),1,3,1,0,1,2,неизвестно/нет собственности,собственность,1,2,магазин,1919,30,4,нет,радио/телевидение,0
936,28.0,0,1,2.0,замужем/живет раздельно/разведена,1,2,1,0,2,1,недвижимость,собственность,2,1,нет,745,9,3,нет,радио/телевидение,0
937,30.0,1,3,1.0,женат/овдовел,1,3,1,1,1,1,автомобиль,аренда,2,1,нет,2063,6,4,нет,радио/телевидение,1
938,42.0,1,2,2.0,никогда не состоял(а),1,4,1,0,1,1,неизвестно/нет собственности,бесплатно,2,1,нет,6288,60,4,нет,образование,0
939,46.0,1,3,2.0,никогда не состоял(а),2,4,1,1,0,0,страхование жизни/сберегательный договор,собственность,0,2,нет,6842,24,2,нет,,1
940,45.0,1,3,1.0,никогда не состоял(а),2,3,1,1,0,0,страхование жизни/сберегательный договор,собственность,2,1,нет,3527,12,2,нет,автомобиль (новый),1
941,31.0,1,1,2.0,никогда не состоял(а),2,2,0,0,0,1,недвижимость,собственность,2,1,нет,1546,10,3,нет,автомобиль (новый),1
942,,1,2,3.0,никогда не состоял(а),1,2,1,1,0,0,автомобиль,собственность,2,1,магазин,929,24,4,нет,мебель/оборудование,1
943,42.0,1,1,3.0,никогда не состоял(а),2,1,1,0,0,1,недвижимость,собственность,0,3,нет,1455,4,2,нет,автомобиль (новый),1
944,,0,2,1.0,замужем/живет раздельно/разведена,1,1,1,0,-1,1,страхование жизни/сберегательный договор,аренда,2,1,нет,1845,15,4,поручитель,мебель/оборудование,1
